block_geoid20,total_population_2020,voting_age_population_2020
518100454055001,286,205
518100454055002,83,56
518100454055003,103,77
518100454055004,86,66
518100454055005,78,55
518100454071000,0,0
518100454071001,0,0
518100454071002,45,31
518100454071003,17,13
518100454071004,289,213
518100454071005,34,28
518100454071006,174,143
518100454071007,55,43
518100454071008,309,237
518100454071009,26,22
518100454071010,13,9
518100454071011,116,80
518100454071012,207,173
518100454071013,0,0
518100454071014,0,0
518100454072000,294,218
518100454072001,59,38
518100454072002,0,0
518100454072003,0,0
518100454072004,0,0
518100454072005,0,0
518100454072006,0,0
518100454072007,0,0
518100454072008,0,0
518100454072009,0,0
518100454072010,0,0
518100454072011,0,0
518100454072012,0,0
518100454072013,0,0
518100454072014,18,15
518100454072015,12,5
518100454072016,0,0
518100454072017,0,0
518100454072018,13,8
518100454072019,0,0
518100454072020,0,0
518100454072021,16,15
518100454072022,0,0
518100454072023,79,68
518100454072024,451,363
518100454072025,0,0
518100454072026,0,0
518100454072027,0,0
518100454072028,0,0
518100454072029,0,0
518100454072030,0,0
518100454072031,0,0
518100454072032,0,0
518100454072033,0,0
518100454072034,23,17
518100454073000,259,193
518100454073001,44,30
518100454073002,0,0
518100454073003,0,0
518100454073004,44,36
518100454073005,72,54
518100454073006,111,82
518100454073007,208,163
518100454073008,643,460
518100454073009,0,0
518100454073010,0,0
518100454073011,0,0
518100454073012,63,48
518100454073013,44,25
518100454073014,145,108
518100454073015,50,32
518100454073016,56,44
518100454073017,104,79
518100454073018,255,192
518100454073019,108,90
518100454081000,774,599
518100454081001,78,55
518100454081002,226,175
518100454081003,350,255
518100454081004,0,0
518100454081005,0,0
518100454081006,0,0
518100454082000,0,0
518100454082001,0,0
518100454082002,0,0
518100454082003,0,0
518100454082004,0,0
518100454082005,0,0
518100454082006,0,0
518100454082007,34,13
518100454082008,0,0
518100454082009,454,326
518100454082010,124,93
518100454082011,59,44
518100454082012,172,116
518100454082013,0,0
518100454082014,420,316
518100454082015,115,93
518100454082016,244,195
518100454082017,207,153
518100454082018,0,0
518100454082019,0,0
518100454082020,0,0
518100454082021,0,0
518100454082022,349,299
518100454082023,60,41
518100454082024,105,78
518100454082025,0,0
518100454083000,773,530
518100454083001,61,52
518100454083002,53,51
518100454083003,0,0
518100454083004,0,0
518100454084000,0,0
518100454084001,0,0
518100454084002,1001,751
518100454084003,24,9
518100454084004,0,0
518100454084005,68,52
518100454084006,276,232
518100454084007,72,55
518100454084008,66,46
518100454084009,0,0
518100454084010,0,0
518100454084011,0,0
518100454084012,0,0
518100454084013,61,52
518100454084014,85,55
518100454121000,0,0
518100454121001,6,5
518100454121002,16,16
518100454121003,3,3
518100454121004,8,8
518100454121005,4,3
518100454121006,35,29
518100454121007,23,17
518100454121008,12,10
518100454121009,13,13
518100454121010,9,7
518100454121011,14,14
518100454121012,6,4
518100454121013,269,215
518100454121014,65,53
518100454121015,665,562
518100454121016,8,6
518100454121017,8,8
518100454121018,24,19
518100454121019,4,3
518100454121020,0,0
518100454121021,17,12
518100454121022,16,16
518100454121023,3,2
518100454121024,15,11
518100454121025,3,2
518100454121026,17,12
518100454121027,11,11
518100454121028,18,16
518100454121029,7,6
518100454121030,18,17
518100454121031,14,13
518100454121032,1,0
518100454121033,14,14
518100454121034,6,5
518100454121035,0,0
518100454121036,0,0
518100454121037,0,0
518100454121038,0,0
518100454121039,0,0
518100454121040,18,14
518100454121041,0,0
518100454121042,17,17
518100454121043,19,16
518100454121044,10,7
518100454121045,5,5
518100454121046,6,5
518100454121047,6,6
518100454121048,4,4
518100454121049,4,4
518100454121050,24,24
518100454121051,28,22
518100454121052,0,0
518100454121053,0,0
518100454121054,0,0
518100454121055,10,10
518100454121056,0,0
518100454121057,0,0
518100454121058,39,32
518100454121059,0,0
518100454121060,0,0
518100454121061,0,0
518100454141000,62,41
518100454141001,74,48
518100454141002,98,87
518100454141003,67,45
518100454141004,69,49
518100454141005,63,49
518100454141006,57,43
518100454141007,93,75
518100454141008,58,47
518100454141009,218,147
518100454141010,104,60
518100454142000,414,284
518100454142001,145,96
518100454142002,54,40
518100454142003,93,64
518100454142004,358,253
518100454142005,11,9
518100454142006,134,91
518100454142007,216,171
518100454142008,118,76
518100454142009,259,187
518100454143000,362,283
518100454143001,172,135
518100454143002,81,64
518100454143003,55,48
518100454143004,89,54
518100454143005,138,100
518100454143006,305,243
518100454144000,47,40
518100454144001,101,76
518100454144002,60,47
518100454144003,34,26
518100454144004,55,40
518100454144005,300,248
518100454144006,60,48
518100454144007,60,51
518100454144008,77,54
518100454144009,77,60
518100454144010,100,77
518100454144011,57,47
518100454144012,44,31
518100454144013,53,39
518100454145000,172,139
518100454145001,128,85
518100454145002,221,167
518100454145003,143,100
518100454145004,312,238
518100454151000,65,58
518100454151001,94,77
518100454151002,89,73
518100454151003,48,34
518100454151004,82,59
518100454151005,76,56
518100454151006,49,40
518100454151007,73,52
518100454151008,48,33
518100454151009,83,54
518100454151010,73,53
518100454151011,102,68
518100454151012,74,53
518100454151013,34,27
518100454151014,90,63
518100454152000,0,0
518100454152001,0,0
518100454152002,0,0
518100454152003,57,49
518100454152004,91,73
518100454152005,99,77
518100454152006,57,52
518100454152007,56,45
518100454152008,92,72
518100454152009,56,45
518100454152010,72,62
518100454152011,55,38
518100454152012,72,53
518100454152013,40,29
518100454152014,66,55
518100454201000,640,450
518100454201001,98,66
518100454201002,73,39
518100454201003,82,48
518100454201004,113,81
518100454201005,720,579
518100454201006,107,82
518100454201007,266,212
518100454201008,0,0
518100454201009,107,83
518100454202000,127,84
518100454202001,244,200
518100454202002,48,37
518100454202003,216,151
518100454202004,546,420
518100454202005,176,119
518100454202006,0,0
518100454202007,25,14
518100454202008,66,54
518100454203000,0,0
518100454203001,931,689
518100454203002,141,100
518100454203003,145,122
518100454203004,94,74
518100454203005,272,213
518100454203006,200,152
518100454203007,35,34
518100454203008,48,40
518100454211000,632,466
518100454211001,100,76
518100454211002,107,57
518100454211003,0,0
518100454211004,753,516
518100454212000,16,9
518100454212001,0,0
518100454212002,413,323
518100454212003,20,9
518100454212004,683,535
518100454212005,106,78
518100454212006,101,72
518100454212007,154,114
518100454212008,177,120
518100454212009,110,83
518100454212010,181,124
518100454212011,46,36
518100454221000,831,611
518100454221001,165,114
518100454221002,136,103
518100454221003,374,282
518100454221004,99,71
518100454221005,196,150
518100454221006,77,59
518100454221007,65,47
518100454221008,0,0
518100454221009,175,130
518100454222000,0,0
518100454222001,132,101
518100454222002,337,270
518100454222003,310,233
518100454222004,851,660
518100454222005,94,70
518100454222006,248,189
518100454222007,244,162
518100454222008,0,0
518100454222009,202,137
518100454222010,205,142
518100454222011,118,88
518100454241000,1311,1033
518100454241001,49,41
518100454241002,322,243
518100454241003,212,167
518100454241004,28,25
518100454241005,50,42
518100454241006,58,42
518100454241007,40,33
518100454241008,107,67
518100454241009,94,63
518100454241010,0,0
518100454242000,1469,1102
518100454242001,47,31
518100454242002,84,65
518100454242003,80,65
518100454242004,61,43
518100454242005,74,49
518100454242006,46,25
518100454242007,42,21
518100454242008,25,21
518100454242009,41,14
518100454242010,96,76
518100454242011,59,50
518100454242012,40,27
518100454242013,50,33
518100454242014,39,26
518100454242015,0,0
518100454242016,940,614
518100454242017,71,48
518100454242018,179,109
518100454242019,87,58
518100454242020,77,52
518100454242021,50,30
518100454242022,60,34
518100454242023,69,42
518100454242024,0,0
518100454242025,52,30
518100454242026,46,27
518100454242027,129,83
518100454242028,42,30
518100454242029,0,0
518100454242030,203,130
518100454242031,57,36
518100454242032,65,41
518100454242033,51,27
518100454242034,40,24
518100454242035,20,11
518100454242036,42,30
518100454242037,36,27
518100454242038,60,33
518100454242039,8,2
518100454242040,49,27
518100454242041,3,1
518100454242042,0,0
518100454251000,176,134
518100454251001,67,51
518100454251002,394,294
518100454251003,40,36
518100454251004,61,34
518100454251005,67,46
518100454251006,36,21
518100454251007,58,49
518100454251008,58,40
518100454251009,78,64
518100454251010,26,19
518100454251011,75,63
518100454251012,89,78
518100454251013,64,47
518100454251014,159,122
518100454251015,130,88
518100454251016,61,41
518100454251017,107,79
518100454251018,57,45
518100454251019,70,51
518100454252000,154,117
518100454252001,75,66
518100454252002,47,26
518100454252003,43,31
518100454252004,187,149
518100454252005,103,78
518100454252006,35,26
518100454252007,129,92
518100454252008,59,52
518100454252009,141,108
518100454252010,0,0
518100454252011,0,0
518100454261000,179,139
518100454261001,0,0
518100454261002,0,0
518100454261003,96,73
518100454261004,25,10
518100454261005,162,138
518100454261006,217,154
518100454261007,65,43
518100454261008,105,72
518100454261009,115,81
518100454261010,151,113
518100454261011,173,143
518100454261012,61,50
518100454261013,115,91
518100454261014,355,279
518100454261015,200,138
518100454261016,62,39
518100454262000,785,600
518100454262001,122,97
518100454262002,36,25
518100454262003,157,122
518100454262004,146,112
518100454262005,55,44
518100454262006,276,232
518100454262007,0,0
518100454262008,96,74
518100454262009,340,282
518100454263000,0,0
518100454263001,389,276
518100454263002,48,30
518100454263003,143,109
518100454263004,73,51
518100454263005,120,91
518100454263006,124,84
518100454263007,64,48
518100454263008,54,35
518100454263009,0,0
518100454263010,360,273
518100454263011,79,62
518100454263012,89,57
518100454263013,535,400
518100454263014,73,53
518100454263015,29,14
518100454263016,95,65
518100454263017,43,31
518100454263018,40,31
518100454271000,551,406
518100454271001,205,167
518100454271002,355,252
518100454271003,0,0
518100454271004,148,100
518100454271005,0,0
518100454271006,0,0
518100454271007,150,105
518100454272000,176,119
518100454272001,94,74
518100454272002,156,120
518100454272003,154,124
518100454272004,39,26
518100454272005,157,133
518100454272006,35,28
518100454272007,46,39
518100454272008,0,0
518100454272009,34,27
518100454272010,164,120
518100454272011,292,230
518100454273000,131,107
518100454273001,797,631
518100454273002,84,70
518100454273003,80,64
518100454273004,80,54
518100454273005,200,143
518100454273006,280,220
518100454273007,66,45
518100454273008,306,219
518100454273009,85,50
518100454273010,80,40
518100454274000,873,675
518100454274001,38,28
518100454274002,115,67
518100454274003,72,64
518100454274004,29,20
518100454274005,86,55
518100454274006,45,31
518100454281000,267,209
518100454281001,0,0
518100454281002,0,0
518100454281003,77,60
518100454281004,241,198
518100454281005,109,77
518100454281006,31,26
518100454281007,591,573
518100454281008,103,71
518100454281009,99,92
518100454281010,0,0
518100454281011,0,0
518100454291000,0,0
518100454291001,530,369
518100454291002,149,104
518100454291003,73,49
518100454291004,203,141
518100454291005,1168,864
518100454291006,84,57
518100454291007,136,112
518100454291008,139,95
518100454291009,135,112
518100454291010,0,0
518100454291011,0,0
518100454291012,143,117
518100454291013,76,47
518100454292000,0,0
518100454292001,0,0
518100454292002,1678,1278
518100454292003,0,0
518100454292004,135,111
518100454292005,0,0
518100454292006,36,26
518100454292007,96,60
518100454292008,44,38
518100454292009,145,115
518100454292010,0,0
518100454292011,63,45
518100454292012,0,0
518100454292013,44,38
518100454292014,92,51
518100454292015,33,20
518100454292016,0,0
518100454292017,0,0
518100454292018,0,0
518100454292019,0,0
518100454301000,0,0
518100454301001,0,0
518100454301002,809,577
518100454301003,522,349
518100454301004,0,0
518100454302000,227,171
518100454302001,101,79
518100454302002,55,46
518100454302003,41,17
518100454302004,65,35
518100454302005,100,80
518100454302006,25,18
518100454302007,91,71
518100454302008,94,74
518100454303000,74,53
518100454303001,71,56
518100454303002,495,387
518100454303003,65,50
518100454303004,62,54
518100454303005,571,480
518100454303006,78,57
518100454303007,0,0
518100454303008,533,453
518100454311000,34,15
518100454311001,33,24
518100454311002,0,0
518100454311003,0,0
518100454311004,0,0
518100454311005,672,530
518100454311006,227,165
518100454311007,80,67
518100454311008,40,30
518100454311009,225,159
518100454311010,0,0
518100454311011,82,57
518100454311012,148,111
518100454311013,0,0
518100454311014,142,102
518100454311015,0,0
518100454312000,0,0
518100454312001,394,263
518100454312002,61,38
518100454312003,59,43
518100454312004,98,66
518100454312005,0,0
518100454312006,0,0
518100454312007,0,0
518100454312008,418,295
518100454312009,89,60
518100454312010,87,58
518100454312011,78,68
518100454312012,0,0
518100454312013,499,386
518100454312014,35,31
518100454312015,86,69
518100454312016,57,31
518100454312017,0,0
518100454312018,0,0
518100454312019,83,60
518100454312020,80,60
518100454312021,92,65
518100454312022,142,118
518100454312023,49,37
518100454312024,24,19
518100454312025,94,62
518100454312026,0,0
518100454321000,0,0
518100454321001,0,0
518100454321002,0,0
518100454321003,165,131
518100454321004,261,204
518100454321005,36,27
518100454321006,124,92
518100454321007,210,171
518100454321008,80,64
518100454321009,153,124
518100454321010,453,366
518100454321011,79,54
518100454321012,79,57
518100454321013,0,0
518100454321014,0,0
518100454322000,0,0
518100454322001,0,0
518100454322002,196,134
518100454322003,170,134
518100454322004,0,0
518100454322005,624,478
518100454322006,85,59
518100454322007,153,99
518100454322008,113,88
518100454322009,27,18
518100454322010,0,0
518100454322011,0,0
518100454322012,10,8
518100454322013,0,0
518100454322014,0,0
518100454322015,380,282
518100454322016,81,50
518100454322017,50,39
518100454323000,0,0
518100454323001,0,0
518100454323002,75,52
518100454323003,196,162
518100454323004,0,0
518100454323005,0,0
518100454323006,284,218
518100454323007,16,11
518100454323008,32,15
518100454323009,19,4
518100454323010,137,100
518100454323011,107,76
518100454323012,89,64
518100454323013,57,39
518100454323014,60,46
518100454323015,169,129
518100454323016,78,47
518100454331000,652,486
518100454331001,63,46
518100454331002,44,35
518100454331003,89,67
518100454331004,45,35
518100454331005,28,22
518100454331006,22,13
518100454331007,79,60
518100454331008,27,15
518100454331009,52,29
518100454331010,64,40
518100454331011,39,27
518100454331012,161,125
518100454331013,88,60
518100454331014,76,61
