County/City,Ward,Pct,"Timothy Michael Kaine","George Felix Allen","All Others","Total Votes Cast"
"Henrico County",-,"217 - Mountain (CD 7)",204,207,4,415
"Henrico County",-,"218 - Oakview (CD 7)",51,62,1,114
"Henrico County",-,"219 - Randolph (CD 7)",218,37,0,255
"Henrico County",-,"220 - Ratcliffe (CD 3)","2,330",134,4,"2,468"
"Henrico County",-,"221 - Stratford Hall (CD 7)",164,110,0,274
"Henrico County",-,"222 - Wilder (CD 3)","1,093",248,1,"1,342"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,394",973,7,"2,374"
"Henrico County",-,"301 - Causeway (CD 7)",605,733,3,"1,341"
"Henrico County",-,"302 - Cedarfield (CD 7)",765,"1,065",3,"1,833"
"Henrico County",-,"303 - Innsbrook (CD 7)",893,933,5,"1,831"
"Henrico County",-,"304 - Jackson Davis (CD 7)",524,633,1,"1,158"
"Henrico County",-,"305 - Nuckols Farm (CD 7)",877,"1,440",4,"2,321"
"Henrico County",-,"306 - Pocahontas (CD 7)",809,895,2,"1,706"
"Henrico County",-,"307 - Ridge (CD 7)",525,620,2,"1,147"
"Henrico County",-,"308 - Rivers Edge (CD 7)",700,"1,204",2,"1,906"
"Henrico County",-,"309 - Sadler (CD 7)",813,"1,036",3,"1,852"
"Henrico County",-,"310 - Shady Grove (CD 7)",841,"1,501",2,"2,344"
"Henrico County",-,"311 - Short Pump (CD 7)","1,008","1,322",1,"2,331"
"Henrico County",-,"312 - Springfield (CD 7)",742,659,3,"1,404"
"Henrico County",-,"313 - Stoney Run (CD 7)","1,242","1,664",4,"2,910"
"Henrico County",-,"314 - Three Chopt (CD 7)",983,"1,073",1,"2,057"
"Henrico County",-,"315 - Tucker (CD 7)","1,513",784,3,"2,300"
"Henrico County",-,"401 - Byrd (CD 7)","1,009","1,068",4,"2,081"
"Henrico County",-,"402 - Crestview (CD 7)",884,790,6,"1,680"
"Henrico County",-,"403 - Derbyshire (CD 7)",476,922,1,"1,399"
"Henrico County",-,"404 - Freeman (CD 7)",579,705,4,"1,288"
"Henrico County",-,"405 - Gayton (CD 7)","1,007","1,390",1,"2,398"
"Henrico County",-,"406 - Godwin (CD 7)",845,914,4,"1,763"
"Henrico County",-,"407 - Lakewood (CD 7)",673,918,3,"1,594"
"Henrico County",-,"408 - Lauderdale (CD 7)",960,914,2,"1,876"
"Henrico County",-,"409 - Maybeury (CD 7)",863,"1,052",6,"1,921"
"Henrico County",-,"410 - Mooreland (CD 7)",357,906,1,"1,264"
"Henrico County",-,"411 - Pemberton (CD 7)",885,740,3,"1,628"
"Henrico County",-,"412 - Pinchbeck (CD 7)","1,130","1,042",2,"2,174"
"Henrico County",-,"413 - Ridgefield (CD 7)","1,035","1,235",6,"2,276"
"Henrico County",-,"414 - Rollingwood (CD 7)",648,721,3,"1,372"
"Henrico County",-,"415 - Skipwith (CD 7)",585,506,4,"1,095"
"Henrico County",-,"416 - Spottswood (CD 7)",383,426,2,811
"Henrico County",-,"417 - Tuckahoe (CD 7)",843,"1,837",3,"2,683"
"Henrico County",-,"418 - Welborne (CD 7)",613,617,5,"1,235"
"Henrico County",-,"419 - West End (CD 7)",908,"1,032",1,"1,941"
"Henrico County",-,"501 - Antioch (CD 3)",441,"1,010",0,"1,451"
"Henrico County",-,"502 - Cedar Fork (CD 3)",752,167,3,922
"Henrico County",-,"503 - Chickahominy (CD 3)",828,892,4,"1,724"
"Henrico County",-,"504 - Donahoe (CD 3)",761,406,0,"1,167"
"Henrico County",-,"505 - Dorey (CD 3)",853,895,0,"1,748"
"Henrico County",-,"506 - Eanes (CD 3)","1,216",356,1,"1,573"
"Henrico County",-,"507 - Elko (CD 3)",164,380,1,545
"Henrico County",-,"508 - Highland Springs (CD 3)","1,264",235,2,"1,501"
"Henrico County",-,"509 - Laburnum (CD 3)","1,124",428,0,"1,552"
"Henrico County",-,"510 - Mehfoud (CD 3)",997,415,1,"1,413"
"Henrico County",-,"511 - Montrose (CD 3)","2,533",337,2,"2,872"
"Henrico County",-,"512 - Nine Mile (CD 3)",511,305,1,817
"Henrico County",-,"513 - Pleasants (CD 3)","1,974",231,1,"2,206"
"Henrico County",-,"514 - Rolfe (CD 3)","3,034",332,9,"3,375"
"Henrico County",-,"515 - Sandston (CD 3)",518,984,5,"1,507"
"Henrico County",-,"516 - Sullivans (CD 3)",867,454,6,"1,327"
"Henrico County",-,"517 - Town Hall (CD 3)",322,453,2,777
"Henrico County",-,"518 - Whitlocks (CD 3)",624,867,2,"1,493"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)","3,366",649,5,"4,020"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","5,676","5,120",23,"10,819"
"Henrico County",-,"Provisional (CD 3)",113,14,129,256
"Henrico County",-,"Provisional (CD 7)",205,142,352,699
"Henry County",-,"101 - Bassett Number Two (CD 9)",326,224,0,550
"Henry County",-,"102 - Gunville (CD 9)",299,650,1,950
"Henry County",-,"103 - Scott's Tanyard (CD 9)",568,"1,079",0,"1,647"
"Henry County",-,"201 - Fieldale (CD 9)",269,367,2,638
"Henry County",-,"202 - Horsepasture #1 (CD 9)",461,604,3,"1,068"
"Henry County",-,"203 - Horsepasture #2 (CD 9)",762,232,0,994
"Henry County",-,"204 - Spencer (CD 9)",460,704,3,"1,167"
"Henry County",-,"302 - Axton (CD 5)",452,317,1,770
"Henry County",-,"303 - Irisburg (CD 5)",666,680,1,"1,347"
"Henry County",-,"304 - Mount Olivet (CD 5)",804,636,0,"1,440"
"Henry County",-,"304 - Mount Olivet (CD 9)",4,0,0,4
"Henry County",-,"305 - Mountain Valley (CD 5)",304,338,0,642
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",251,458,2,711
"Henry County",-,"402 - Daniels Creek (CD 9)",332,487,0,819
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",533,766,1,"1,300"
"Henry County",-,"405 - Mountain View (CD 5)",350,395,0,745
"Henry County",-,"501 - Bassett Number One (CD 9)",340,288,0,628
"Henry County",-,"502 - Figsboro (CD 9)",290,562,1,853
"Henry County",-,"503 - Stanleytown (CD 9)",367,906,2,"1,275"
"Henry County",-,"504 - Oak Level (CD 9)",158,307,0,465
"Henry County",-,"505 - Dyers Store (CD 5)",19,47,0,66
"Henry County",-,"505 - Dyers Store (CD 9)",194,264,0,458
"Henry County",-,"601 - Fontaine (CD 9)",417,658,1,"1,076"
"Henry County",-,"602 - Hillcrest (CD 9)",244,246,0,490
"Henry County",-,"603 - Ridgeway #1 (CD 5)",404,794,1,"1,199"
"Henry County",-,"604 - Ridgeway #2 (CD 9)",278,621,0,899
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",280,300,0,580
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",528,897,0,"1,425"
"Henry County",-,"Provisional (CD 5)",0,0,0,0
"Henry County",-,"Provisional (CD 9)",5,4,0,9
"Highland County",-,"1 - Monterey",183,309,0,492
"Highland County",-,"3 - Wilsons Mill",50,60,0,110
"Highland County",-,"5 - Blue Grass",95,166,0,261
"Highland County",-,"7 - Mill Gap",48,122,0,170
"Highland County",-,"8 - Mcdowell",82,239,0,321
"Highland County",-,"10 - Headwaters",19,61,0,80
"Hopewell City",-,"101 - Ward One",562,460,1,"1,023"
"Hopewell City",-,"201 - Ward Two",853,106,1,960
"Hopewell City",-,"301 - Ward Three",479,932,0,"1,411"
"Hopewell City",-,"401 - Ward Four",740,731,0,"1,471"
"Hopewell City",-,"501 - Ward Five",443,710,3,"1,156"
"Hopewell City",-,"601 - Ward Six",914,147,0,"1,061"
"Hopewell City",-,"701 - Ward Seven",668,358,1,"1,027"
"Hopewell City",-,"Ab - Central Absentee Precinct",422,365,3,790
"Hopewell City",-,Provisional,6,0,0,6
"Isle of Wight County",-,"101 - Smithfield",844,"1,413",3,"2,260"
"Isle of Wight County",-,"102 - Cypress Creek",635,"1,121",1,"1,757"
"Isle of Wight County",-,"201 - Bartlett",823,"1,346",3,"2,172"
"Isle of Wight County",-,"202 - Carrollton",763,"1,203",3,"1,969"
"Isle of Wight County",-,"301 - Rushmere","1,021",686,5,"1,712"
"Isle of Wight County",-,"302 - Pons","1,237",566,1,"1,804"
"Isle of Wight County",-,"401 - Courthouse",239,494,1,734
"Isle of Wight County",-,"402 - Windsor",561,900,3,"1,464"
"Isle of Wight County",-,"403 - Longview",508,743,3,"1,254"
"Isle of Wight County",-,"501 - Walters",250,576,0,826
"Isle of Wight County",-,"502 - Camps Mill",274,181,0,455
"Isle of Wight County",-,"503 - Carrsville",253,298,0,551
"Isle of Wight County",-,"504 - Zuni",354,666,1,"1,021"
"Isle of Wight County",-,"505 - Raynor",188,390,0,578
"Isle of Wight County",-,"Ab - Central Absentee Precinct",904,"1,056",1,"1,961"
"Isle of Wight County",-,Provisional,6,6,0,12
"James City County",-,"101 - Berkeley A","1,356","1,597",3,"2,956"
"James City County",-,"102 - Berkeley B",758,850,4,"1,612"
"James City County",-,"103 - Berkeley C",957,"1,864",3,"2,824"
"James City County",-,"201 - Jamestown A",421,275,2,698
"James City County",-,"202 - Jamestown B","1,210",929,3,"2,142"
"James City County",-,"203 - Jamestown C",700,896,2,"1,598"
"James City County",-,"204 - Jamestown D",973,"1,505",5,"2,483"
"James City County",-,"301 - Powhatan A","1,033","1,421",4,"2,458"
"James City County",-,"302 - Powhatan B",526,373,1,900
"James City County",-,"303 - Powhatan C",371,600,2,973
"James City County",-,"304 - Powhatan D","1,388","1,052",3,"2,443"
"James City County",-,"401 - Stonehouse A",981,"1,267",7,"2,255"
"James City County",-,"402 - Stonehouse B","1,379","1,600",3,"2,982"
"James City County",-,"403 - Stonehouse C",894,"1,313",1,"2,208"
"James City County",-,"501 - Roberts A",934,338,3,"1,275"
"James City County",-,"502 - Roberts B",834,"1,496",2,"2,332"
"James City County",-,"503 - Roberts C",371,121,1,493
"James City County",-,"504 - Roberts D","1,094","1,112",5,"2,211"
"James City County",-,"Ab - Central Absentee Precinct","2,677","3,333",11,"6,021"
"James City County",-,Provisional,21,15,36,72
"King and Queen County",-,"101 - Owenton",427,215,2,644
"King and Queen County",-,"201 - Clarks",294,400,3,697
"King and Queen County",-,"301 - Shacklefords",334,344,1,679
"King and Queen County",-,"401 - Courthouse",346,335,0,681
"King and Queen County",-,"501 - Oldmill",191,408,1,600
"King and Queen County",-,"Ab - Central Absentee Precinct",211,173,0,384
"King and Queen County",-,Provisional,3,2,0,5
"King George County",-,"101 - Courthouse",669,"1,055",5,"1,729"
"King George County",-,"102 - Passapatanzy",375,513,0,888
"King George County",-,"201 - Monroe",965,"1,665",3,"2,633"
"King George County",-,"301 - Dahlgren","1,111","1,320",7,"2,438"
"King George County",-,"401 - Shiloh","1,003","1,368",4,"2,375"
"King George County",-,"Ab - Central Absentee Precinct",501,643,2,"1,146"
"King George County",-,Provisional,1,1,0,2
"King William County",-,"101 - West Point",640,927,7,"1,574"
"King William County",-,"201 - Sweet Hall",210,299,6,515
"King William County",-,"202 - Courthouse",515,602,2,"1,119"
"King William County",-,"301 - Aylett",514,"1,073",3,"1,590"
"King William County",-,"401 - Manquin",598,"1,104",1,"1,703"
"King William County",-,"501 - Mangohick",756,"1,045",3,"1,804"
"King William County",-,"Ab - Central Absentee Precinct",233,314,0,547
"King William County",-,Provisional,4,7,0,11
"Lancaster County",-,"101 - Precinct 1-1",508,716,1,"1,225"
"Lancaster County",-,"201 - Precinct 2-1",725,425,0,"1,150"
"Lancaster County",-,"301 - Precinct 3-1",352,574,3,929
"Lancaster County",-,"302 - Precinct 3-2",145,278,1,424
"Lancaster County",-,"401 - Precinct 4-1",723,338,2,"1,063"
"Lancaster County",-,"501 - Precinct 5-1",470,843,2,"1,315"
"Lancaster County",-,"Ab - Central Absentee Precinct",312,445,0,757
"Lancaster County",-,Provisional,6,3,9,18
"Lee County",-,"101 - Elydale",149,356,0,505
"Lee County",-,"102 - Ewing",130,307,0,437
"Lee County",-,"103 - Rose Hill",238,596,0,834
"Lee County",-,"201 - Blackwater",70,93,0,163
"Lee County",-,"202 - Flatwoods",141,509,1,651
"Lee County",-,"203 - Jonesville",136,281,1,418
"Lee County",-,"204 - South Jonesville",194,411,1,606
"Lee County",-,"301 - Ben Hur",267,661,1,929
"Lee County",-,"302 - West Pennington Gap",76,116,0,192
"Lee County",-,"302 - Woodway",222,495,0,717
"Lee County",-,"401 - Stickleyville",144,270,0,414
"Lee County",-,"402 - Jasper",104,171,0,275
"Lee County",-,"403 - Seminary",97,286,0,383
"Lee County",-,"404 - Dryden",224,521,0,745
"Lee County",-,"501 - Saint Charles",92,120,0,212
"Lee County",-,"502 - Pennington",216,567,0,783
"Lee County",-,"502 - Stone Creek",65,132,1,198
"Lee County",-,"503 - Robbins Chapel",27,92,2,121
"Lee County",-,"504 - Keokee",78,120,0,198
"Lee County",-,"Ab - Central Absentee Precinct",213,482,1,696
"Lee County",-,Provisional,0,2,0,2
"Lexington City",-,"1 - Lexington","1,365",987,5,"2,357"
"Lexington City",-,"Ab - Central Absentee Precinct",206,115,2,323
"Lexington City",-,Provisional,2,0,2,4
"Loudoun County",-,"107 - Little River","1,495","1,497",3,"2,995"
"Loudoun County",-,"108 - Mercer",851,768,2,"1,621"
"Loudoun County",-,"112 - Freedom","1,216",961,2,"2,179"
"Loudoun County",-,"114 - Dulles South",429,398,1,828
"Loudoun County",-,"117 - Carter","1,542",768,5,"2,315"
"Loudoun County",-,"118 - Moorefield",717,509,5,"1,231"
"Loudoun County",-,"119 - Arcola",982,743,7,"1,732"
"Loudoun County",-,"120 - Lunsford",838,716,2,"1,556"
"Loudoun County",-,"121 - Town Hall",615,550,2,"1,167"
"Loudoun County",-,"122 - Hutchison Farm","1,006",870,1,"1,877"
"Loudoun County",-,"207 - River Bend",689,601,1,"1,291"
"Loudoun County",-,"208 - Algonkian",724,589,1,"1,314"
"Loudoun County",-,"209 - Potomac Falls","1,031",762,4,"1,797"
"Loudoun County",-,"210 - Cascades","1,179",925,4,"2,108"
"Loudoun County",-,"213 - Countryside",466,294,3,763
"Loudoun County",-,"214 - Sugarland North","1,115","1,009",3,"2,127"
"Loudoun County",-,"215 - Sugarland South","1,190",776,5,"1,971"
"Loudoun County",-,"216 - Lowes Island",859,871,1,"1,731"
"Loudoun County",-,"217 - South Bank","1,031",872,5,"1,908"
"Loudoun County",-,"218 - University Center",827,503,1,"1,331"
"Loudoun County",-,"219 - Galilee Church",852,621,3,"1,476"
"Loudoun County",-,"301 - Purcellville",905,"1,186",1,"2,092"
"Loudoun County",-,"302 - Round Hill",655,903,2,"1,560"
"Loudoun County",-,"303 - Hillsboro",636,893,2,"1,531"
"Loudoun County",-,"305 - Philomont",322,448,0,770
"Loudoun County",-,"307 - Middleburg",484,388,1,873
"Loudoun County",-,"308 - St Louis",489,427,2,918
"Loudoun County",-,"309 - Aldie",359,333,1,693
"Loudoun County",-,"310 - Mountain View",806,"1,165",7,"1,978"
"Loudoun County",-,"311 - Round Hill Elementary",607,882,2,"1,491"
"Loudoun County",-,"312 - Briar Woods",999,"1,237",6,"2,242"
"Loudoun County",-,"313 - Pinebrook",518,428,2,948
"Loudoun County",-,"314 - Legacy","1,013",925,3,"1,941"
"Loudoun County",-,"315 - Firehouse",233,382,0,615
"Loudoun County",-,"316 - Creighton's Corner","1,030",868,4,"1,902"
"Loudoun County",-,"401 - West Lovettsville",879,"1,067",5,"1,951"
"Loudoun County",-,"402 - Waterford",710,963,2,"1,675"
"Loudoun County",-,"403 - Lucketts",701,904,3,"1,608"
"Loudoun County",-,"407 - Harper Park",737,757,3,"1,497"
"Loudoun County",-,"408 - Evergreen",806,720,3,"1,529"
"Loudoun County",-,"409 - Clarkes Gap",726,"1,050",3,"1,779"
"Loudoun County",-,"411 - East Lovettsville",654,836,1,"1,491"
"Loudoun County",-,"413 - Tuscarora",43,60,0,103
"Loudoun County",-,"414 - Red Rock",532,500,1,"1,033"
"Loudoun County",-,"416 - Hamilton",996,"1,188",2,"2,186"
"Loudoun County",-,"417 - Between The Hills",82,165,0,247
"Loudoun County",-,"418 - Rehau",526,829,1,"1,356"
"Loudoun County",-,"419 - J. L. Simpson",625,"1,040",1,"1,666"
"Loudoun County",-,"501 - West Leesburg",961,731,5,"1,697"
"Loudoun County",-,"502 - East Leesburg","1,348",706,6,"2,060"
"Loudoun County",-,"503 - Dry Mill",517,519,0,"1,036"
"Loudoun County",-,"504 - Smarts Mill","1,000",764,4,"1,768"
"Loudoun County",-,"505 - Cool Spring",947,"1,017",1,"1,965"
"Loudoun County",-,"506 - Brandon Park",703,443,3,"1,149"
"Loudoun County",-,"507 - Greenway",561,480,2,"1,043"
"Loudoun County",-,"508 - Balls Bluff","1,013",922,0,"1,935"
"Loudoun County",-,"509 - Tolbert",993,711,4,"1,708"
"Loudoun County",-,"510 - Heritage",544,643,1,"1,188"
"Loudoun County",-,"615 - Hillside",947,885,2,"1,834"
"Loudoun County",-,"616 - Eagle Ridge","1,144","1,235",3,"2,382"
"Loudoun County",-,"617 - Oak Grove",490,145,3,638
"Loudoun County",-,"618 - Mill Run","1,051",816,3,"1,870"
"Loudoun County",-,"619 - Ridgetop",577,223,1,801
"Loudoun County",-,"620 - Russell Branch","1,096",933,6,"2,035"
"Loudoun County",-,"621 - Dominion Trail","1,201",934,5,"2,140"
"Loudoun County",-,"622 - Farmwell Station","1,265",999,10,"2,274"
"Loudoun County",-,"623 - Weller","1,338","1,098",2,"2,438"
"Loudoun County",-,"701 - Sully","1,090",743,6,"1,839"
"Loudoun County",-,"702 - Park View",951,610,3,"1,564"
"Loudoun County",-,"703 - Rolling Ridge","1,183",583,6,"1,772"
"Loudoun County",-,"705 - Forest Grove","1,299",978,2,"2,279"
"Loudoun County",-,"707 - Claude Moore Park",870,531,3,"1,404"
"Loudoun County",-,"708 - Seneca",911,722,1,"1,634"
"Loudoun County",-,"709 - Mirror Ridge","1,132",604,5,"1,741"
"Loudoun County",-,"710 - Sterling",905,566,8,"1,479"
"Loudoun County",-,"808 - Stone Bridge","1,210","1,070",1,"2,281"
"Loudoun County",-,"810 - Cedar Lane","1,074",832,2,"1,908"
"Loudoun County",-,"813 - Seldens Landing",857,608,2,"1,467"
"Loudoun County",-,"814 - Newton - Lee",852,"1,090",3,"1,945"
"Loudoun County",-,"815 - Belmont Ridge","1,527","1,491",4,"3,022"
"Loudoun County",-,"817 - Sanders Corner",954,"1,079",2,"2,035"
"Loudoun County",-,"818 - Broad Run",770,737,0,"1,507"
"Loudoun County",-,"819 - Heritage Church",748,711,1,"1,460"
"Loudoun County",-,"820 - Belmont Station",843,727,2,"1,572"
"Loudoun County",-,"Ab - Central Absentee Precinct","11,679","10,202",46,"21,927"
"Loudoun County",-,Provisional,105,90,0,195
"Louisa County",-,"101 - Zion",663,827,3,"1,493"
"Louisa County",-,"102 - Mechanicsville",390,473,0,863
"Louisa County",-,"201 - Louisa #1",421,494,3,918
"Louisa County",-,"202 - Louisa #2",475,472,3,950
"Louisa County",-,"301 - Patrick Henry No 1","1,030",710,4,"1,744"
"Louisa County",-,"302 - Patrick Henry #2",221,220,1,442
"Louisa County",-,"401 - Mineral",607,893,3,"1,503"
"Louisa County",-,"402 - Yanceyville",254,226,0,480
"Louisa County",-,"501 - Fredericks Hall",483,595,2,"1,080"
"Louisa County",-,"502 - Cuckoo",347,470,2,819
"Louisa County",-,"601 - Bumpass",281,597,1,879
"Louisa County",-,"602 - Locust Creek",406,738,1,"1,145"
"Louisa County",-,"701 - Sheltons Mill",477,759,1,"1,237"
"Louisa County",-,"702 - South Anna",396,562,0,958
"Louisa County",-,"Ab - Central Absentee Precinct",776,994,0,"1,770"
"Louisa County",-,Provisional,5,6,0,11
"Lunenburg County",-,"101 - Plymouth",238,430,1,669
"Lunenburg County",-,"201 - Browns Store",215,364,0,579
"Lunenburg County",-,"301 - Rosebud",107,298,1,406
"Lunenburg County",-,"302 - Flat Rock",172,256,1,429
"Lunenburg County",-,"401 - Arrowhead Gun Club",79,206,1,286
"Lunenburg County",-,"402 - Pleasant Grove",180,300,3,483
"Lunenburg County",-,"501 - Reedy Creek",230,153,1,384
"Lunenburg County",-,"502 - Peoples Community Center",321,127,0,448
"Lunenburg County",-,"601 - Hounds Creek",458,259,0,717
"Lunenburg County",-,"701 - Meherrin Fire Department",193,167,0,360
"Lunenburg County",-,"702 - Victoria Public Library",184,242,0,426
"Lunenburg County",-,"Ab - Central Absentee Precinct",239,183,1,423
"Lynchburg City",-,"101 - First Ward First Precinct","1,321","1,591",11,"2,923"
"Lynchburg City",-,"102 - First Ward Second Precinct",996,"1,606",5,"2,607"
"Lynchburg City",-,"103 - First Ward Third Precinct",706,"1,089",2,"1,797"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",544,413,0,957
"Lynchburg City",-,"105 - First Ward Fifth Precinct",601,601,6,"1,208"
"Lynchburg City",-,"201 - Second Ward First Precinct","2,062",511,7,"2,580"
"Lynchburg City",-,"202 - Second Ward Second Precinct","1,624",303,3,"1,930"
"Lynchburg City",-,"203 - Second Ward Third Precinct",716,148,2,866
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",392,287,1,680
"Lynchburg City",-,"301 - Third Ward First Precinct",600,543,2,"1,145"
"Lynchburg City",-,"302 - Third Ward Second Precinct",186,"3,072",8,"3,266"
"Lynchburg City",-,"303 - Third Ward Third Precinct",524,771,1,"1,296"
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",461,761,1,"1,223"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",633,"1,503",2,"2,138"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",984,"1,983",10,"2,977"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",444,701,2,"1,147"
"Lynchburg City",-,"403 - Fourth Ward Third Precinct","1,069","1,425",13,"2,507"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct","1,028","1,149",3,"2,180"
"Lynchburg City",-,"Ab - Central Absentee Precinct","1,227","1,136",4,"2,367"
"Lynchburg City",-,Provisional,11,8,0,19
"Madison County",-,"1 - Oak Park",312,394,0,706
"Madison County",-,"2 - Radiant",467,565,1,"1,033"
"Madison County",-,"3 - Rochelle",148,321,2,471
"Madison County",-,"4 - Graves Mill",15,38,0,53
"Madison County",-,"5 - Madison",478,685,0,"1,163"
"Madison County",-,"6 - Wolftown",273,352,1,626
"Madison County",-,"7 - Brightwood",363,738,1,"1,102"
"Madison County",-,"8 - Criglersville",186,343,0,529
"Madison County",-,"9 - Etlan",109,201,0,310
"Madison County",-,"Ab - Central Absentee Precinct",326,341,1,668
"Madison County",-,Provisional,1,0,3,4
"Manassas City",-,"1 - Dean","1,662","1,511",5,"3,178"
"Manassas City",-,"2 - Weems","1,264",960,9,"2,233"
"Manassas City",-,"3 - Metz","1,309","1,106",3,"2,418"
"Manassas City",-,"4 - Haydon","1,553","1,207",3,"2,763"
"Manassas City",-,"5 - Baldwin","1,585",935,5,"2,525"
"Manassas City",-,"Ab - Central Absentee Precinct",949,831,2,"1,782"
"Manassas Park City",-,"1 - Precinct One","1,342",847,12,"2,201"
"Manassas Park City",-,"2 - Precinct Two","1,110",708,3,"1,821"
"Manassas Park City",-,"Ab - Central Absentee Precinct",373,196,0,569
"Manassas Park City",-,Provisional,4,1,0,5
"Martinsville City",-,"1 - Precinct #1",571,30,1,602
"Martinsville City",-,"2 - Precinct #2",685,420,2,"1,107"
"Martinsville City",-,"3 - Precinct #3",499,246,0,745
"Martinsville City",-,"4 - Precinct #4",816,364,1,"1,181"
"Martinsville City",-,"5 - Precinct #5",581,948,4,"1,533"
"Martinsville City",-,"6 - Precinct #6",322,8,0,330
"Martinsville City",-,"Ab - Central Absentee Precinct",337,284,1,622
"Martinsville City",-,Provisional,0,0,0,0
"Mathews County",-,"1 - Chesapeake",339,671,1,"1,011"
"Mathews County",-,"2 - Westville",582,994,1,"1,577"
"Mathews County",-,"3 - Piankatank",592,"1,064",3,"1,659"
"Mathews County",-,"Ab - Central Absentee Precinct",394,652,0,"1,046"
"Mathews County",-,Provisional,0,2,0,2
"Mecklenburg County",-,"101 - Wrights Store",245,201,0,446
"Mecklenburg County",-,"102 - Pearsons Store",51,116,0,167
"Mecklenburg County",-,"103 - South Clarksville",462,386,0,848
"Mecklenburg County",-,"201 - Boydton",256,226,0,482
"Mecklenburg County",-,"202 - Bluestone Senior High School",117,71,0,188
"Mecklenburg County",-,"203 - Chase City Vfw Post",320,109,0,429
"Mecklenburg County",-,"301 - Bracey",286,654,0,940
"Mecklenburg County",-,"302 - Lacrosse",286,358,0,644
"Mecklenburg County",-,"401 - American Legion Hall",731,415,0,"1,146"
"Mecklenburg County",-,"402 - Park View Middle School",122,61,0,183
"Mecklenburg County",-,"501 - South Hill",562,850,0,"1,412"
"Mecklenburg County",-,"601 - Baskerville",210,396,0,606
"Mecklenburg County",-,"602 - Union Level",83,263,0,346
"Mecklenburg County",-,"603 - Smith Crossroads",85,168,0,253
"Mecklenburg County",-,"604 - Lake Gaston",95,201,0,296
"Mecklenburg County",-,"701 - Chase City",314,401,0,715
"Mecklenburg County",-,"702 - Sunshine",211,274,0,485
"Mecklenburg County",-,"801 - Finchley",91,117,0,208
"Mecklenburg County",-,"802 - Bluestone",260,488,0,748
"Mecklenburg County",-,"803 - Chase City Elementary School",239,305,0,544
"Mecklenburg County",-,"901 - Averett",26,144,0,170
"Mecklenburg County",-,"902 - Buffalo Springs",104,256,0,360
"Mecklenburg County",-,"903 - Clarksville",411,820,0,"1,231"
"Mecklenburg County",-,"Ab - Central Absentee Precinct",770,753,0,"1,523"
"Mecklenburg County",-,Provisional,7,4,0,11
"Middlesex County",-,"101 - Saluda",177,238,0,415
"Middlesex County",-,"102 - Urbanna",252,423,2,677
"Middlesex County",-,"201 - New Market",392,815,0,"1,207"
"Middlesex County",-,"301 - Waterview",215,261,2,478
"Middlesex County",-,"302 - Church View",295,234,0,529
"Middlesex County",-,"401- Harmony Village",441,506,0,947
"Middlesex County",-,"501 - Wilton",436,664,1,"1,101"
"Middlesex County",-,"Ab - Central Absentee Precinct",244,348,0,592
"Middlesex County",-,Provisional,3,0,0,3
"Montgomery County",-,"101 - Precinct A-1","1,018",812,2,"1,832"
"Montgomery County",-,"102 - Precinct A-2","1,322",677,9,"2,008"
"Montgomery County",-,"103 - Precinct A-3","1,450",838,6,"2,294"
"Montgomery County",-,"201 - Precinct B-1",128,122,0,250
"Montgomery County",-,"202 - Precinct B-2","1,057","1,146",4,"2,207"
"Montgomery County",-,"203 - Precinct B-3",603,700,1,"1,304"
"Montgomery County",-,"204 - Precinct B-4","1,059","1,290",2,"2,351"
"Montgomery County",-,"301 - Precinct C-1",627,"1,026",4,"1,657"
"Montgomery County",-,"302 - Precinct C-2",652,988,0,"1,640"
"Montgomery County",-,"303 - Precinct C-3",233,371,0,604
"Montgomery County",-,"304 - Precinct C-4",664,994,1,"1,659"
"Montgomery County",-,"401 - Precinct D-1",442,610,2,"1,054"
"Montgomery County",-,"402 - Precinct D-2",533,"1,029",0,"1,562"
"Montgomery County",-,"403 - Precinct D-3",518,792,5,"1,315"
"Montgomery County",-,"404 - Precinct D-4",251,497,1,749
"Montgomery County",-,"405 - Precinct D-5",788,992,3,"1,783"
"Montgomery County",-,"501 - Precinct E-1",782,699,2,"1,483"
"Montgomery County",-,"502 - Precinct E-2",543,622,1,"1,166"
"Montgomery County",-,"503 - Precinct E-3","1,307",843,13,"2,163"
"Montgomery County",-,"601 - Precinct F-1","1,439",851,5,"2,295"
"Montgomery County",-,"602 - Precinct F-2","1,231",687,5,"1,923"
"Montgomery County",-,"701 - Precinct G-1","1,597",901,6,"2,504"
"Montgomery County",-,"702 - Precinct G-2","1,146",626,6,"1,778"
