County/City,Ward,Pct,"Joseph Robinette Biden, Jr","Donald J. Trump","Jo Jorgensen","All Others","Total Votes Cast"
"Henrico County",-,"209 - Glen Lea (CD 4)",422,127,12,2,563
"Henrico County",-,"210 - Greenwood (CD 7)",323,160,13,1,497
"Henrico County",-,"211 - Highland Gardens (CD 4)",286,25,8,2,321
"Henrico County",-,"212 - Hollybrook (CD 7)",193,123,4,0,320
"Henrico County",-,"213 - Hungary (CD 7)",378,168,14,2,562
"Henrico County",-,"214 - Longdale (CD 7)",389,311,19,0,719
"Henrico County",-,"215 - Maplewood (CD 4)",663,75,10,4,752
"Henrico County",-,"216 - Moody (CD 7)",183,231,15,2,431
"Henrico County",-,"217 - Mountain (CD 7)",161,145,2,1,309
"Henrico County",-,"218 - Oakview (CD 7)",35,41,2,0,78
"Henrico County",-,"219 - Randolph (CD 7)",104,33,2,2,141
"Henrico County",-,"220 - Ratcliffe (CD 4)",866,94,10,1,971
"Henrico County",-,"221 - Stratford Hall (CD 7)",60,91,10,1,162
"Henrico County",-,"222 - Wilder (CD 7)",340,159,9,4,512
"Henrico County",-,"223 - Yellow Tavern (CD 7)",447,458,15,6,926
"Henrico County",-,"224 - Essex Village (CD 4)",339,14,8,2,363
"Henrico County",-,"301 - Causeway (CD 7)",338,495,19,5,857
"Henrico County",-,"302 - Cedarfield (CD 7)",234,484,22,3,743
"Henrico County",-,"303 - Innsbrook (CD 7)",399,582,24,5,"1,010"
"Henrico County",-,"304 - Jackson Davis (CD 7)",240,414,7,4,665
"Henrico County",-,"305 - Nuckols Farm (CD 7)",395,747,31,15,"1,188"
"Henrico County",-,"306 - Pocahontas (CD 7)",364,493,11,7,875
"Henrico County",-,"307 - Ridge (CD 7)",279,350,15,5,649
"Henrico County",-,"308 - Rivers Edge (CD 7)",424,738,14,6,"1,182"
"Henrico County",-,"309 - Sadler (CD 7)",410,556,14,6,986
"Henrico County",-,"310 - Shady Grove (CD 7)",441,875,21,6,"1,343"
"Henrico County",-,"311 - Short Pump (CD 7)",233,406,11,3,653
"Henrico County",-,"312 - Springfield (CD 7)",361,375,13,6,755
"Henrico County",-,"313 - Stoney Run (CD 7)",394,763,21,5,"1,183"
"Henrico County",-,"314 - Three Chopt (CD 7)",420,690,24,4,"1,138"
"Henrico County",-,"315 - Tucker (CD 7)",679,394,27,8,"1,108"
"Henrico County",-,"316 - Colonial Trail (CD 7)",314,360,10,2,686
"Henrico County",-,"401 - Quioccasin (CD 7)",432,527,18,7,984
"Henrico County",-,"402 - Crestview (CD 7)",502,500,21,9,"1,032"
"Henrico County",-,"403 - Derbyshire (CD 7)",301,558,13,6,878
"Henrico County",-,"404 - Freeman (CD 7)",301,446,20,5,772
"Henrico County",-,"405 - Gayton (CD 7)",254,574,19,9,856
"Henrico County",-,"406 - Godwin (CD 7)",252,441,6,6,705
"Henrico County",-,"407 - Lakewood (CD 7)",250,448,12,7,717
"Henrico County",-,"408 - Lauderdale (CD 7)",432,526,25,3,986
"Henrico County",-,"409 - Maybeury (CD 7)",391,575,18,9,993
"Henrico County",-,"410 - Mooreland (CD 7)",203,484,11,5,703
"Henrico County",-,"411 - Pemberton (CD 7)",411,446,13,9,879
"Henrico County",-,"412 - Pinchbeck (CD 7)",520,582,26,9,"1,137"
"Henrico County",-,"413 - Ridgefield (CD 7)",402,782,27,8,"1,219"
"Henrico County",-,"414 - Rollingwood (CD 7)",357,440,31,6,834
"Henrico County",-,"415 - Skipwith (CD 7)",262,315,4,3,584
"Henrico County",-,"416 - Spottswood (CD 7)",211,281,7,5,504
"Henrico County",-,"417 - Tuckahoe (CD 7)",294,696,23,10,"1,023"
"Henrico County",-,"418 - Welborne (CD 7)",359,390,24,6,779
"Henrico County",-,"419 - West End (CD 7)",347,631,24,8,"1,010"
"Henrico County",-,"501 - Antioch (CD 4)",169,855,9,3,"1,036"
"Henrico County",-,"502 - Cedar Fork (CD 4)",319,87,8,1,415
"Henrico County",-,"503 - Chickahominy (CD 4)",269,571,13,1,854
"Henrico County",-,"504 - Donahoe (CD 4)",350,308,14,2,674
"Henrico County",-,"505 - Dorey (CD 4)",344,530,18,1,893
"Henrico County",-,"506 - Eanes (CD 4)",519,276,12,4,811
"Henrico County",-,"507 - Elko (CD 4)",59,357,4,0,420
"Henrico County",-,"508 - Highland Springs (CD 4)",509,146,13,3,671
"Henrico County",-,"509 - Laburnum (CD 4)",411,205,7,2,625
"Henrico County",-,"510 - Mehfoud (CD 4)",385,282,9,4,680
"Henrico County",-,"511 - Montrose (CD 4)",710,163,14,3,890
"Henrico County",-,"512 - Nine Mile (CD 4)",284,221,13,1,519
"Henrico County",-,"513 - Pleasants (CD 4)",794,139,7,2,942
"Henrico County",-,"514 - Rolfe (CD 4)",661,131,9,5,806
"Henrico County",-,"515 - Sandston (CD 4)",289,777,21,4,"1,091"
"Henrico County",-,"516 - Sullivans (CD 4)",559,324,16,5,904
"Henrico County",-,"517 - Town Hall (CD 4)",131,307,3,2,443
"Henrico County",-,"518 - Whitlocks (CD 4)",222,704,21,0,947
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","25,107","4,354",197,61,"29,719"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","56,456","22,942",805,273,"80,476"
"Henrico County",-,"Provisional (CD 4)",227,50,3,1,281
"Henrico County",-,"Provisional (CD 7)",488,271,20,3,782
"Henry County",-,"101 - Bassett Number Two (CD 9)",104,177,1,0,282
"Henry County",-,"102 - Gunville (CD 9)",81,590,6,0,677
"Henry County",-,"103 - Scott's Tanyard (CD 9)",144,947,11,1,"1,103"
"Henry County",-,"201 - Fieldale (CD 9)",73,256,9,1,339
"Henry County",-,"202 - Horsepasture #1 (CD 9)",121,538,4,0,663
"Henry County",-,"203 - Horsepasture #2 (CD 9)",203,180,6,3,392
"Henry County",-,"204 - Spencer (CD 9)",139,666,4,4,813
"Henry County",-,"302 - Axton (CD 5)",118,299,5,0,422
"Henry County",-,"303 - Irisburg (CD 5)",168,534,9,0,711
"Henry County",-,"304 - Mount Olivet (CD 5)",148,333,4,0,485
"Henry County",-,"304 - Mount Olivet (CD 9)",1,0,0,0,1
"Henry County",-,"305 - Mountain Valley (CD 5)",103,318,7,0,428
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",63,299,5,0,367
"Henry County",-,"402 - Daniels Creek (CD 9)",99,302,3,0,404
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",150,429,12,2,593
"Henry County",-,"405 - Mountain View (CD 5)",99,279,2,0,380
"Henry County",-,"501 - Bassett Number One (CD 9)",96,249,8,0,353
"Henry County",-,"502 - Figsboro (CD 9)",69,418,2,0,489
"Henry County",-,"503 - Stanleytown (CD 9)",102,681,4,1,788
"Henry County",-,"504 - Oak Level (CD 9)",70,265,3,0,338
"Henry County",-,"505 - Dyers Store (CD 5)",10,34,0,0,44
"Henry County",-,"505 - Dyers Store (CD 9)",40,225,5,1,271
"Henry County",-,"601 - Fontaine (CD 9)",139,411,6,0,556
"Henry County",-,"602 - Hillcrest (CD 9)",74,186,2,0,262
"Henry County",-,"603 - Ridgeway #1 (CD 5)",153,634,11,2,800
"Henry County",-,"604 - Ridgeway #2 (CD 9)",98,493,3,1,595
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)","2,236","1,683",28,1,"3,948"
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)","4,159","5,228",62,13,"9,462"
"Henry County",-,"Provisional (CD 5)",16,15,0,0,31
"Henry County",-,"Provisional (CD 9)",51,56,1,0,108
"Highland County",-,"1 - Monterey",60,223,2,0,285
"Highland County",-,"3 - Wilsons Mill",9,73,3,0,85
"Highland County",-,"5 - Blue Grass",47,151,2,0,200
"Highland County",-,"7 - Mill Gap",29,97,2,1,129
"Highland County",-,"8 - Mcdowell",33,231,4,0,268
"Highland County",-,"10 - Headwaters",6,78,0,0,84
"Highland County",-,"AB - Central Absentee Precinct",233,237,9,1,480
"Highland County",-,Provisional,0,2,0,0,2
"Hopewell City",-,"101 - Ward One",203,291,9,2,505
"Hopewell City",-,"201 - Ward Two",369,101,8,1,479
"Hopewell City",-,"301 - Ward Three",213,507,22,7,749
"Hopewell City",-,"401 - Ward Four",330,388,19,5,742
"Hopewell City",-,"501 - Ward Five",207,376,11,0,594
"Hopewell City",-,"601 - Ward Six",413,125,10,1,549
"Hopewell City",-,"701 - Ward Seven",240,233,10,0,483
"Hopewell City",-,"Ab - Central Absentee Precinct","3,388","1,964",42,11,"5,405"
"Hopewell City",-,Provisional,67,35,0,0,102
"Isle of Wight County",-,"101 - Smithfield",233,817,29,1,"1,080"
"Isle of Wight County",-,"102 - Cypress Creek",194,669,12,4,879
"Isle of Wight County",-,"201 - Bartlett",238,862,32,1,"1,133"
"Isle of Wight County",-,"202 - Carrollton",287,723,24,0,"1,034"
"Isle of Wight County",-,"301 - Rushmere",309,519,12,0,840
"Isle of Wight County",-,"302 - Pons",314,337,14,0,665
"Isle of Wight County",-,"401 - Courthouse",65,301,8,0,374
"Isle of Wight County",-,"402 - Windsor",142,607,16,0,765
"Isle of Wight County",-,"403 - Longview",199,466,9,0,674
"Isle of Wight County",-,"501 - Walters",95,527,10,1,633
"Isle of Wight County",-,"502 - Camps Mill",104,151,5,0,260
"Isle of Wight County",-,"503 - Carrsville",124,330,2,0,456
"Isle of Wight County",-,"504 - Zuni",116,559,7,0,682
"Isle of Wight County",-,"505 - Raynor",35,306,2,0,343
"Isle of Wight County",-,"Ab - Central Absentee Precinct","6,891","6,487",146,15,"13,539"
"Isle of Wight County",-,Provisional,53,46,0,0,99
"James City County",-,"101 - Berkeley A (CD 1)",172,504,15,5,696
"James City County",-,"102 - Berkeley B (CD 1)",178,445,20,5,648
"James City County",-,"103 - Berkeley C (CD 1)",151,578,12,3,744
"James City County",-,"104- Berkeley D (CD 2)",74,184,7,1,266
"James City County",-,"201 - Jamestown A (CD 2)",101,166,12,3,282
"James City County",-,"202 - Jamestown B (CD 1)",240,314,15,3,572
"James City County",-,"202 - Jamestown B (CD 2)",1,2,0,0,3
"James City County",-,"203 - Jamestown C (CD 1)",146,347,20,3,516
"James City County",-,"204 - Jamestown D (CD 1)",111,343,14,1,469
"James City County",-,"301 - Powhatan A (CD 1)",157,424,8,5,594
"James City County",-,"302 - Powhatan B (CD 1)",137,174,8,2,321
"James City County",-,"303 - Powhatan C (CD 1)",119,451,6,2,578
"James City County",-,"304 - Powhatan D (CD 1)",301,448,24,4,777
"James City County",-,"401 - Stonehouse A (CD 1)",338,"1,009",27,5,"1,379"
"James City County",-,"402 - Stonehouse B (CD 1)",288,794,29,2,"1,113"
"James City County",-,"403 - Stonehouse C (CD 1)",208,773,15,4,"1,000"
"James City County",-,"501 - Roberts A (CD 2)",345,275,7,0,627
"James City County",-,"502 - Roberts B (CD 2)",101,545,12,1,659
"James City County",-,"503 - Roberts C (CD 2)",147,90,4,0,241
"James City County",-,"504 - Roberts D (CD 1)",0,2,0,0,2
"James City County",-,"504 - Roberts D (CD 2)",209,517,23,4,753
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","17,129","11,971",339,119,"29,558"
"James City County",-,"AB - Central Absentee Precinct (CD 2)","4,753","2,736",88,33,"7,610"
"James City County",-,"Provisional (CD 1)",112,45,5,1,163
"James City County",-,"Provisional (CD 2)",35,16,0,0,51
"King and Queen County",-,"101 - Owenton",232,264,7,3,506
"King and Queen County",-,"201 - Clarks",116,385,11,0,512
"King and Queen County",-,"301 - Shacklefords",122,315,9,1,447
"King and Queen County",-,"401 - Courthouse",86,259,7,0,352
"King and Queen County",-,"501 - Oldmill",45,337,10,2,394
"King and Queen County",-,"Ab - Central Absentee Precinct",984,887,20,5,"1,896"
"King and Queen County",-,Provisional,5,3,0,0,8
"King George County",-,"101 - Courthouse",180,661,24,6,871
"King George County",-,"102 - Passapatanzy",147,468,16,3,634
"King George County",-,"201 - Monroe",171,684,35,5,895
"King George County",-,"301 - Dahlgren",274,684,24,4,986
"King George County",-,"401 - Shiloh",242,754,22,6,"1,024"
"King George County",-,"Ab - Central Absentee Precinct","4,376","5,182",192,36,"9,786"
"King George County",-,Provisional,14,13,1,0,28
"King William County",-,"101 - West Point",319,877,32,4,"1,232"
"King William County",-,"201 - Sweet Hall",87,372,7,1,467
"King William County",-,"202 - Courthouse",125,402,8,0,535
"King William County",-,"301 - Aylett",180,"1,021",24,1,"1,226"
"King William County",-,"401 - Manquin",221,971,17,0,"1,209"
"King William County",-,"501 - Mangohick",242,906,14,1,"1,163"
"King William County",-,"Ab - Central Absentee Precinct","2,054","2,735",38,6,"4,833"
"King William County",-,Provisional,32,36,2,1,71
"Lancaster County",-,"101 - Precinct 1-1",163,449,9,0,621
"Lancaster County",-,"201 - Precinct 2-1",189,230,7,1,427
"Lancaster County",-,"301 - Precinct 3-1",95,402,4,0,501
"Lancaster County",-,"302 - Precinct 3-2",41,185,3,2,231
"Lancaster County",-,"401 - Precinct 4-1",240,232,10,0,482
"Lancaster County",-,"501 - Precinct 5-1",159,512,9,3,683
"Lancaster County",-,"Ab - Central Absentee Precinct","2,478","1,687",29,10,"4,204"
"Lancaster County",-,Provisional,3,0,0,0,3
"Lee County",-,"101 - Elydale",47,347,2,1,397
"Lee County",-,"102 - Ewing",34,334,9,2,379
"Lee County",-,"103 - Rose Hill",86,607,12,0,705
"Lee County",-,"201 - Blackwater",22,148,1,3,174
"Lee County",-,"202 - Flatwoods",51,472,2,0,525
"Lee County",-,"203 - Jonesville",65,595,4,1,665
"Lee County",-,"301 - Ben Hur",60,687,7,0,754
"Lee County",-,"302 - Woodway",56,535,2,1,594
"Lee County",-,"401 - Stickleyville",55,311,3,0,369
"Lee County",-,"402 - Jasper",21,240,3,1,265
"Lee County",-,"403 - Seminary",30,334,2,0,366
"Lee County",-,"404 - Dryden",50,552,5,2,609
"Lee County",-,"501 - Saint Charles",49,220,2,0,271
"Lee County",-,"502 - Pennington",62,538,4,0,604
"Lee County",-,"503 - Robbins Chapel",12,90,2,1,105
"Lee County",-,"504 - Keokee",24,136,0,0,160
"Lee County",-,"Ab - Central Absentee Precinct",761,"2,214",17,2,"2,994"
"Lee County",-,Provisional,4,5,1,0,10
"Lexington City",-,"1 - Lexington",211,389,25,6,631
"Lexington City",-,"Ab - Central Absentee Precinct","1,574",515,23,11,"2,123"
"Lexington City",-,Provisional,6,2,0,0,8
"Loudoun County",-,"107 - Little River",263,419,13,6,701
"Loudoun County",-,"108 - Mercer",309,379,9,5,702
"Loudoun County",-,"112 - Freedom",176,220,7,4,407
"Loudoun County",-,"114 - Dulles South",187,241,13,2,443
"Loudoun County",-,"117 - Carter",228,166,6,3,403
"Loudoun County",-,"118 - Moorefield",336,358,6,4,704
"Loudoun County",-,"119 - Arcola",299,270,10,2,581
"Loudoun County",-,"120 - Lunsford",333,378,12,4,727
"Loudoun County",-,"121 - Town Hall",245,286,18,5,554
"Loudoun County",-,"122 - Hutchison Farm",301,411,9,2,723
"Loudoun County",-,"123 - Cardinal Ridge",184,228,8,6,426
"Loudoun County",-,"124 - Liberty",217,216,4,4,441
"Loudoun County",-,"125 - Rock Ridge",365,326,6,5,702
"Loudoun County",-,"126-Goshen Post",330,371,22,3,726
"Loudoun County",-,"207 - River Bend",200,287,12,5,504
"Loudoun County",-,"208 - Algonkian",267,307,14,6,594
"Loudoun County",-,"209 - Potomac Falls",265,346,19,8,638
"Loudoun County",-,"210 - Cascades",439,418,26,8,891
"Loudoun County",-,"213 - Countryside",151,157,9,2,319
"Loudoun County",-,"214 - Sugarland North",319,421,19,7,766
"Loudoun County",-,"215 - Sugarland South",487,485,14,5,991
"Loudoun County",-,"216 - Lowes Island",329,415,18,6,768
"Loudoun County",-,"217 - South Bank",276,370,14,8,668
"Loudoun County",-,"218 - University Center",361,313,20,3,697
"Loudoun County",-,"219 - Galilee Church",328,354,35,3,720
"Loudoun County",-,"301 - Purcellville",196,554,21,8,779
"Loudoun County",-,"302 - Round Hill",347,768,19,3,"1,137"
"Loudoun County",-,"303 - Hillsboro",225,660,18,5,908
"Loudoun County",-,"305 - Philomont",173,386,8,4,571
"Loudoun County",-,"307 - Middleburg",282,326,7,3,618
"Loudoun County",-,"308 - St Louis",225,338,10,2,575
"Loudoun County",-,"309 - Aldie",171,260,3,4,438
"Loudoun County",-,"310 - Mountain View",302,734,25,10,"1,071"
"Loudoun County",-,"311 - Round Hill Elementary",330,810,17,12,"1,169"
"Loudoun County",-,"312 - Briar Woods",360,372,3,5,740
"Loudoun County",-,"313 - Pinebrook",352,413,14,6,785
"Loudoun County",-,"314 - Legacy",342,386,11,5,744
"Loudoun County",-,"315 - Firehouse",108,288,5,2,403
"Loudoun County",-,"316 - Creighton's Corner",431,445,13,11,900
"Loudoun County",-,"318 - Madison's Trust",244,589,19,6,858
"Loudoun County",-,"319 - John Champe",366,516,11,2,895
"Loudoun County",-,"320 - Stone Hill",501,378,14,7,900
"Loudoun County",-,"321 - Brambleton Middle",249,233,11,3,496
"Loudoun County",-,"322-Buffalo Trail",276,297,11,3,587
"Loudoun County",-,"401 - West Lovettsville",423,"1,089",33,10,"1,555"
"Loudoun County",-,"402 - Waterford",299,747,30,13,"1,089"
"Loudoun County",-,"403 - Lucketts",353,653,11,10,"1,027"
"Loudoun County",-,"407 - Harper Park",179,253,5,4,441
"Loudoun County",-,"408 - Evergreen",299,538,12,3,852
"Loudoun County",-,"409 - Clarkes Gap",202,555,13,6,776
"Loudoun County",-,"411 - East Lovettsville",226,702,17,6,951
"Loudoun County",-,"413 - Tuscarora",28,28,1,1,58
"Loudoun County",-,"414 - Red Rock",272,288,9,2,571
"Loudoun County",-,"416 - Hamilton",319,815,22,12,"1,168"
"Loudoun County",-,"420 - River Creek",174,390,4,6,574
"Loudoun County",-,"421 - Between The Hills",52,132,8,1,193
"Loudoun County",-,"422 - Sycolin Creek",181,415,12,5,613
"Loudoun County",-,"501 - West Leesburg",242,341,12,15,610
"Loudoun County",-,"502 - East Leesburg",419,344,25,7,795
"Loudoun County",-,"503 - Dry Mill",138,247,4,3,392
"Loudoun County",-,"504 - Smarts Mill",284,392,20,8,704
"Loudoun County",-,"505 - Cool Spring",290,417,14,3,724
"Loudoun County",-,"506 - Brandon Park",243,223,17,6,489
"Loudoun County",-,"507 - Greenway",122,209,5,12,348
"Loudoun County",-,"508 - Balls Bluff",409,506,27,5,947
"Loudoun County",-,"509 - Tolbert",507,452,21,8,988
"Loudoun County",-,"510 - Heritage",132,247,2,6,387
"Loudoun County",-,"615 - Hillside",383,418,18,13,832
"Loudoun County",-,"616 - Eagle Ridge",327,423,21,5,776
"Loudoun County",-,"617 - Oak Grove",304,163,6,2,475
"Loudoun County",-,"619 - Ridgetop",166,149,4,0,319
"Loudoun County",-,"620 - Russell Branch",402,453,21,5,881
"Loudoun County",-,"621 - Dominion Trail",452,520,11,7,990
"Loudoun County",-,"622 - Farmwell Station",429,415,10,5,859
"Loudoun County",-,"623 - Weller",361,421,16,3,801
"Loudoun County",-,"625 - Mill Run",139,206,6,2,353
"Loudoun County",-,"626 - Ashby Ponds",189,282,3,3,477
"Loudoun County",-,"627 - Ashbrook",169,127,5,2,303
"Loudoun County",-,"628 - Moorefield Station",500,483,26,4,"1,013"
"Loudoun County",-,"629 - Discovery",122,119,2,0,243
"Loudoun County",-,"701 - Sully",355,357,18,4,734
"Loudoun County",-,"702 - Park View",382,345,11,3,741
"Loudoun County",-,"703 - Rolling Ridge",537,316,20,7,880
"Loudoun County",-,"705 - Forest Grove",503,444,24,7,978
"Loudoun County",-,"707 - Claude Moore Park",294,217,11,4,526
"Loudoun County",-,"708 - Seneca",232,326,15,7,580
"Loudoun County",-,"709 - Mirror Ridge",395,320,16,10,741
"Loudoun County",-,"710 - Sterling",333,303,11,6,653
"Loudoun County",-,"808 - Stone Bridge",392,476,25,11,904
"Loudoun County",-,"810 - Cedar Lane",369,414,18,6,807
"Loudoun County",-,"813 - Seldens Landing",349,314,14,8,685
"Loudoun County",-,"814 - Newton - Lee",244,540,11,9,804
"Loudoun County",-,"815 - Belmont Ridge",224,289,8,8,529
"Loudoun County",-,"817 - Sanders Corner",400,511,24,7,942
"Loudoun County",-,"818 - Broad Run",276,338,6,0,620
"Loudoun County",-,"819 - Heritage Church",277,364,10,4,655
"Loudoun County",-,"820 - Belmont Station",282,330,11,6,629
"Loudoun County",-,"822 - Riverside",237,284,12,4,537
"Loudoun County",-,"Ab - Central Absentee Precinct","109,335","44,292","1,807",730,"156,164"
"Loudoun County",-,Provisional,545,251,11,2,809
"Louisa County",-,"101 - Zion",238,783,15,2,"1,038"
"Louisa County",-,"102 - Mechanicsville",149,471,17,0,637
"Louisa County",-,"201 - Louisa #1",129,400,6,1,536
"Louisa County",-,"202 - Louisa #2",130,501,11,1,643
"Louisa County",-,"301 - Patrick Henry No 1",322,603,23,4,952
"Louisa County",-,"302 - Patrick Henry #2",100,233,10,0,343
"Louisa County",-,"401 - Mineral",148,791,12,1,952
"Louisa County",-,"402 - Yanceyville",86,225,9,4,324
"Louisa County",-,"501 - Fredericks Hall",126,212,6,2,346
"Louisa County",-,"502 - Cuckoo",98,449,10,1,558
"Louisa County",-,"503 - Elk Creek",76,427,5,2,510
"Louisa County",-,"601 - Bumpass",103,691,16,3,813
"Louisa County",-,"602 - Locust Creek",151,838,14,1,"1,004"
"Louisa County",-,"701 - Sheltons Mill",160,823,11,4,998
"Louisa County",-,"702 - South Anna",119,503,11,1,634
"Louisa County",-,"Ab - Central Absentee Precinct","6,092","5,313",117,30,"11,552"
"Louisa County",-,Provisional,42,31,2,0,75
"Lunenburg County",-,"101 - Plymouth",62,269,2,1,334
"Lunenburg County",-,"201 - Browns Store",81,251,1,0,333
"Lunenburg County",-,"301 - Rosebud",47,239,2,0,288
"Lunenburg County",-,"302 - Flat Rock",81,269,2,0,352
"Lunenburg County",-,"401 - Arrowhead Gun Club",25,181,0,0,206
"Lunenburg County",-,"402 - Pleasant Grove",66,266,3,1,336
"Lunenburg County",-,"501 - Reedy Creek",66,111,3,0,180
"Lunenburg County",-,"502 - Peoples Community Center",123,91,1,0,215
"Lunenburg County",-,"601 - Hounds Creek",199,196,2,0,397
"Lunenburg County",-,"701 - Meherrin Fire Department",91,148,1,0,240
"Lunenburg County",-,"702 - Victoria Public Library",70,160,1,0,231
"Lunenburg County",-,"Ab - Central Absentee Precinct","1,495","1,354",22,3,"2,874"
"Lunenburg County",-,Provisional,12,2,0,0,14
"Lynchburg City",-,"101 - First Ward First Precinct",527,993,60,15,"1,595"
"Lynchburg City",-,"102 - First Ward Second Precinct",345,"1,079",46,6,"1,476"
"Lynchburg City",-,"103 - First Ward Third Precinct",234,618,21,2,875
"Lynchburg City",-,"104 - First Ward Fourth Precinct",172,218,12,5,407
"Lynchburg City",-,"105 - First Ward Fifth Precinct",244,355,19,8,626
"Lynchburg City",-,"201 - Second Ward First Precinct",754,403,42,10,"1,209"
"Lynchburg City",-,"202 - Second Ward Second Precinct",627,298,24,7,956
"Lynchburg City",-,"203 - Second Ward Third Precinct",277,115,7,0,399
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",209,263,8,1,481
"Lynchburg City",-,"301 - Third Ward First Precinct",244,310,27,2,583
"Lynchburg City",-,"302 - Third Ward Second Precinct",117,"1,197",41,13,"1,368"
"Lynchburg City",-,"303 - Third Ward Third Precinct",230,475,30,5,740
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",215,496,25,3,739
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",300,"1,054",38,10,"1,402"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",411,"1,389",56,16,"1,872"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",200,458,17,6,681
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",453,852,71,19,"1,395"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",388,696,28,18,"1,130"
"Lynchburg City",-,"Ab - Central Absentee Precinct","11,985","5,746",281,213,"18,225"
"Lynchburg City",-,Provisional,116,82,4,2,204
"Madison County",-,"1 - Oak Park",128,362,14,1,505
"Madison County",-,"2 - Radiant",140,514,7,1,662
"Madison County",-,"3 - Rochelle",84,352,10,1,447
"Madison County",-,"4 - Graves Mill",13,43,0,0,56
"Madison County",-,"5 - Madison",114,522,10,4,650
"Madison County",-,"6 - Wolftown",104,372,7,0,483
"Madison County",-,"7 - Brightwood",99,732,18,6,855
"Madison County",-,"8 - Criglersville",62,323,1,2,388
"Madison County",-,"9 - Etlan",35,221,2,2,260
"Madison County",-,"Ab - Central Absentee Precinct","1,911","1,856",37,8,"3,812"
"Madison County",-,Provisional,8,3,0,0,11
"Manassas City",-,"1 - Dean",448,342,18,3,811
"Manassas City",-,"2 - Weems",490,505,28,2,"1,025"
"Manassas City",-,"3 - Metz",372,474,19,5,870
"Manassas City",-,"4 - Haydon",370,432,21,4,827
"Manassas City",-,"5 - Baldwin",361,349,26,11,747
"Manassas City",-,"6 - Round",245,366,11,4,626
"Manassas City",-,"Ab - Central Absentee Precinct","8,007","3,760",155,46,"11,968"
"Manassas City",-,Provisional,63,28,2,1,94
"Manassas Park City",-,"1 - Precinct One",281,238,11,2,532
"Manassas Park City",-,"2 - Precinct Two",330,269,17,2,618
"Manassas Park City",-,"3 - Precinct Three",223,226,10,2,461
"Manassas Park City",-,"Ab - Central Absentee Precinct","3,137","1,239",61,10,"4,447"
"Manassas Park City",-,Provisional,21,7,1,0,29
"Martinsville City",-,"1 - Precinct #1",176,16,5,0,197
"Martinsville City",-,"2 - Precinct #2",205,261,12,1,479
"Martinsville City",-,"3 - Precinct #3",168,139,7,0,314
"Martinsville City",-,"4 - Precinct #4",267,183,4,0,454
"Martinsville City",-,"5 - Precinct #5",195,464,16,3,678
"Martinsville City",-,"6 - Precinct #6",114,5,1,0,120
"Martinsville City",-,"Ab - Central Absentee Precinct","2,624","1,096",28,5,"3,753"
"Martinsville City",-,Provisional,17,1,0,0,18
"Mathews County",-,"1 - Chesapeake",65,318,10,1,394
"Mathews County",-,"2 - Westville",91,439,11,3,544
"Mathews County",-,"3 - Piankatank",106,520,13,1,640
"Mathews County",-,"Ab - Central Absentee Precinct","1,561","2,619",53,8,"4,241"
"Mathews County",-,Provisional,2,5,0,0,7
"Mecklenburg County",-,"101 - Wrights Store",139,186,3,1,329
"Mecklenburg County",-,"102 - Pearsons Store",37,110,1,0,148
"Mecklenburg County",-,"103 - South Clarksville",199,263,5,1,468
"Mecklenburg County",-,"201 - Boydton",77,126,3,1,207
"Mecklenburg County",-,"202 - Bluestone Senior High School",72,42,0,0,114
"Mecklenburg County",-,"203 - Chase City Vfw Post",193,43,1,0,237
"Mecklenburg County",-,"301 - Bracey",128,588,6,2,724
"Mecklenburg County",-,"302 - Lacrosse",144,303,2,0,449
"Mecklenburg County",-,"401 - American Legion Hall",376,241,7,0,624
"Mecklenburg County",-,"402 - Park View Middle School",65,59,0,0,124
"Mecklenburg County",-,"501 - South Hill",324,429,6,2,761
"Mecklenburg County",-,"601 - Baskerville",63,222,0,2,287
"Mecklenburg County",-,"602 - Union Level",35,214,2,0,251
"Mecklenburg County",-,"603 - Smith Crossroads",47,137,1,0,185
"Mecklenburg County",-,"604 - Lake Gaston",44,210,2,1,257
"Mecklenburg County",-,"701 - Chase City",155,273,3,0,431
"Mecklenburg County",-,"702 - Sunshine",89,261,1,0,351
"Mecklenburg County",-,"801 - Finchley",36,79,1,0,116
"Mecklenburg County",-,"802 - Bluestone",82,301,7,0,390
"Mecklenburg County",-,"803 - Chase City Elementary School",107,224,2,0,333
"Mecklenburg County",-,"901 - Averett",10,157,1,0,168
"Mecklenburg County",-,"902 - Buffalo Springs",57,194,5,1,257
"Mecklenburg County",-,"903 - Clarksville",138,471,13,2,624
